id,token_id,title,description,new_categories,category_count,primary_category
706,50,Nouns Dating App,A Nouns dating app that reveals your identity after a match.,identity,1,identity
707,48,Door Key,Your door key as an ERC-721,privacy,1,privacy
708,49,Instant Conversion,Buy any asset with any asset.,payments,1,payments
709,47,Web3 Streaming,"Collect music while streaming, not stream music while collecting.",,0,tools
710,46,Music Banner,Replace your profile banner with your favorite music NFT.,identity,1,identity
711,45,AirPods Music NFT,"You guys know Apple is adding a screen to AirPods so you can show off your Music NFT collection, right?",,0,tools
712,43,Royalty Badges,Identify which listings have creator royalties enabled.,invest,1,invest
713,44,Reversible Transactions,"Metamask concept for reversible transactions, inspired by 
@kaili_jenner's ERC 20R/721R.

Designate a transaction as reversible and have it held in escrow for a small period after submitting.",,0,tools
714,40,Non-Fungible Person,Your soulmate as a soulbound token.,gating|identity,2,identity
715,41,Sell Your Browsing Data,Accept a bid on your personal data.,,0,tools
716,42,Offer + Comment,Attach a comment to your OpenSea comment.,messaging|trading,2,trading
717,37,Browser Notifications,New iOS updates that enable browser push notifications will be a big unlock for web3.,,0,tools
718,38,Meeting Tokens,A limited number of tokens to spend for booking meetings.,,0,tools
719,39,Accept Airdrop,Accept or decline airdrops you're eligible for.,rewards,1,rewards
720,36,Metadata History,View an NFTs metadata changes over time.,,0,tools
721,32,Utility Marketplace,"Joe Rogan asked ""Why would anyone buy an NFT? I can take a screenshot of the NFT and I have it.""

We can poke fun. But it's a common and legitimate design problem.

What if there was a marketplace that answered that question?",payments,1,payments
722,33,Gamifying Creator Royalties,Problem solved.,invest,1,invest
723,34,Etherscan Lite,A simple interface for transaction receipts.,,0,tools
724,35,Token-Gated SNKRS,How much would you pay for a guaranteed hit on every SNKRS drop?,gating|payments,2,payments
725,29,Pre-Paid Digital Cards,Load your native digital payments app with crypto.,payments,1,payments
726,30,Blur Mobile,How it should be.,,0,tools
727,31,Ubiquitous Wallet,Your wallet should meet you where you already are.,,0,tools
728,26,Smart Shortcuts,Your favorite wallet supercharged with automations thanks to account abstraction.,,0,tools
729,27,Wait and Save,Delay your transaction and save on gas.,,0,tools
730,28,Highest Trait Floor,Understand the value of your jpeg based on its trait floors.,,0,tools
731,25,Crypto Subscriptions,Account abstractions makes subscriptions possible.,,0,tools
732,24,Conversational Wallet,The best wallet UI is no wallet UI.,wallet,1,wallet
733,23,GPT News Summary,GPT summarizes headlines from your favorite news apps.,agents,1,agents
734,21,Native Invitations,The worst part of token-gated events is never knowing they happened.,gating,1,gating
735,22,Airplane Drop,Your frequent flyer miles as an ERC-20.,,0,tools
736,18,Cash Out Method,"The key to improving the UX of onboarding isn't making a better onramp, it's making a better offramp.",payments|privacy,2,payments
737,19,After Life,Designate a beneficiary for your wallet.,,0,tools
738,20,Sponsored Gas,Brands paying gas for transactions is the new billboard.,,0,tools
739,15,Wallet Permissions,Every wallet should have native permission management.,privacy,1,privacy
740,16,Royalty Gating,Exclusive access for collectors that have made on-chain royalty payments when purchasing on secondary.,gating|invest|payments,3,payments
741,17,Portable Followers,Decentralized social media means you can own and port your social networks across every platform.,social,1,social
742,14,Twitter DOGE Payouts,Twitter creator rev-share paid out in DOGE.,payments,1,payments
743,13,GPT-4 Dispute Mediator,"GPT-4 as a dispute mediator.

This would be a huge unlock for decentralizing everyday services like Doordash, Uber, etc. 

Sure, we're enabling an AI overlord, but it's better than on-chain voting for dispute handling.",agents,1,agents
744,12,Thread Embed,"I've wasted hours of my life clicking in and out of comment notifications to see what they are in response to.

What if you could see it embedded into the comment?",messaging,1,messaging
745,11,Anon Rental,Rent an apartment as an anon with ZKProofs.,privacy,1,privacy
746,10,Access Indicator,A universal indicator for when one of your NFTs unlocks token-gated access.,gating,1,gating
747,9,Airdrop NFT,Trigger a wallet transaction via Airdrop.,rewards,1,rewards
748,8,AvatarGPT,Bring your pfp to life by assigning it a personality on-chain.,identity,1,identity
749,7,Gucci On-Chain,Scanning a physical Gucci tag reveals its on-chain provenance.,,0,tools
750,6,Proof of Fanhood,An artist's NFT holders get exclusive or early access to token-gated ticket drops.,gating,1,gating
751,5,Film Collecting,Collect scenes from your favorite films and series directly from the streaming platform.,,0,tools
752,4,Twitter Top 8,"Twitter resurrects Myspace's Top 8, ranked by NFT artists you've collected.",,0,tools
753,3,Burn Warning,Severe warning in your wallet for sending items to the burn address.,,0,tools
754,2,WalletGPT,"Yesterday, OpenAI announced ChatGPT plugins that let's you connect third-party apps. What would you do if you could connect your wallet to ChatGPT?",,0,tools
755,1,Media Provenance,Political images used by news outlets are minted by verified media sources to prove authenticity.,,0,tools
